;level;room;width;height;size;unique_comb_width;unique_comb_height;unique_comb_coords;filepath
469;7-Summit;lvl_e-02;65;23;(65, 23);4;136;5;../levels/7-Summit/lvl_e-02_fg.csv
470;7-Summit;lvl_c-06c;65;35;(65, 35);4;6;1;../levels/7-Summit/lvl_c-06c_fg.csv
471;7-Summit;lvl_e-08;40;28;(40, 28);84;8;5;../levels/7-Summit/lvl_e-08_fg.csv
472;7-Summit;lvl_credits-payphone;74;29;(74, 29);3;6;1;../levels/7-Summit/lvl_credits-payphone_fg.csv
473;7-Summit;lvl_c-03b;60;26;(60, 26);2;7;1;../levels/7-Summit/lvl_c-03b_fg.csv
474;7-Summit;lvl_e-07;40;95;(40, 95);84;1;1;../levels/7-Summit/lvl_e-07_fg.csv
475;7-Summit;lvl_d-04;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_d-04_fg.csv
476;7-Summit;lvl_b-05;46;24;(46, 24);6;18;1;../levels/7-Summit/lvl_b-05_fg.csv
477;7-Summit;lvl_b-06;40;40;(40, 40);84;7;5;../levels/7-Summit/lvl_b-06_fg.csv
478;7-Summit;lvl_e-01;46;23;(46, 23);6;136;6;../levels/7-Summit/lvl_e-01_fg.csv
479;7-Summit;lvl_g-00;74;230;(74, 230);3;1;1;../levels/7-Summit/lvl_g-00_fg.csv
480;7-Summit;lvl_e-11;73;28;(73, 28);3;8;1;../levels/7-Summit/lvl_e-11_fg.csv
481;7-Summit;lvl_b-07;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_b-07_fg.csv
482;7-Summit;lvl_credits-city;82;36;(82, 36);3;3;1;../levels/7-Summit/lvl_credits-city_fg.csv
483;7-Summit;lvl_d-07;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_d-07_fg.csv
484;7-Summit;lvl_c-06b;40;69;(40, 69);84;3;3;../levels/7-Summit/lvl_c-06b_fg.csv
485;7-Summit;lvl_credits-resort;103;38;(103, 38);3;6;1;../levels/7-Summit/lvl_credits-resort_fg.csv
486;7-Summit;lvl_a-06;56;94;(56, 94);3;2;1;../levels/7-Summit/lvl_a-06_fg.csv
487;7-Summit;lvl_credits-summit;93;40;(93, 40);3;7;1;../levels/7-Summit/lvl_credits-summit_fg.csv
488;7-Summit;lvl_a-05;96;27;(96, 27);2;11;1;../levels/7-Summit/lvl_a-05_fg.csv
489;7-Summit;lvl_e-10;138;23;(138, 23);2;136;2;../levels/7-Summit/lvl_e-10_fg.csv
490;7-Summit;lvl_d-01b;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_d-01b_fg.csv
491;7-Summit;lvl_e-01c;99;23;(99, 23);1;136;3;../levels/7-Summit/lvl_e-01c_fg.csv
492;7-Summit;lvl_e-04;68;23;(68, 23);2;136;6;../levels/7-Summit/lvl_e-04_fg.csv
493;7-Summit;lvl_c-07;130;27;(130, 27);2;11;1;../levels/7-Summit/lvl_c-07_fg.csv
494;7-Summit;lvl_c-01;40;55;(40, 55);84;1;2;../levels/7-Summit/lvl_c-01_fg.csv
495;7-Summit;lvl_f-05;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_f-05_fg.csv
496;7-Summit;lvl_a-02b;40;29;(40, 29);84;6;3;../levels/7-Summit/lvl_a-02b_fg.csv
497;7-Summit;lvl_e-12;43;26;(43, 26);6;7;1;../levels/7-Summit/lvl_e-12_fg.csv
498;7-Summit;lvl_b-01;76;23;(76, 23);2;136;7;../levels/7-Summit/lvl_b-01_fg.csv
499;7-Summit;lvl_e-00b;54;23;(54, 23);4;136;10;../levels/7-Summit/lvl_e-00b_fg.csv
500;7-Summit;lvl_b-02c;47;23;(47, 23);4;136;10;../levels/7-Summit/lvl_b-02c_fg.csv
501;7-Summit;lvl_a-04b;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_a-04b_fg.csv
502;7-Summit;lvl_b-02e;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_b-02e_fg.csv
503;7-Summit;lvl_e-10b;71;45;(71, 45);2;6;1;../levels/7-Summit/lvl_e-10b_fg.csv
504;7-Summit;lvl_g-03;262;407;(262, 407);1;3;1;../levels/7-Summit/lvl_g-03_fg.csv
505;7-Summit;lvl_g-01;320;407;(320, 407);1;3;1;../levels/7-Summit/lvl_g-01_fg.csv
506;7-Summit;lvl_credits-clouds;52;59;(52, 59);4;2;1;../levels/7-Summit/lvl_credits-clouds_fg.csv
507;7-Summit;lvl_d-01;68;23;(68, 23);2;136;6;../levels/7-Summit/lvl_d-01_fg.csv
508;7-Summit;lvl_d-08;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_d-08_fg.csv
509;7-Summit;lvl_a-00-intro;40;51;(40, 51);84;2;4;../levels/7-Summit/lvl_a-00-intro_fg.csv
510;7-Summit;lvl_a-04;40;42;(40, 42);84;4;1;../levels/7-Summit/lvl_a-04_fg.csv
511;7-Summit;lvl_c-08;120;23;(120, 23);1;136;5;../levels/7-Summit/lvl_c-08_fg.csv
512;7-Summit;lvl_f-00;177;25;(177, 25);2;14;1;../levels/7-Summit/lvl_f-00_fg.csv
513;7-Summit;lvl_d-10b;42;45;(42, 45);4;6;1;../levels/7-Summit/lvl_d-10b_fg.csv
514;7-Summit;lvl_d-09;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_d-09_fg.csv
515;7-Summit;lvl_d-01d;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_d-01d_fg.csv
516;7-Summit;lvl_b-04;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_b-04_fg.csv
517;7-Summit;lvl_d-02;40;23;(40, 23);84;136;169;../levels/7-Summit/lvl_d-02_fg.csv
518;7-Summit;lvl_credits-wallslide;104;69;(104, 69);2;3;1;../levels/7-Summit/lvl_credits-wallslide_fg.csv
519;7-Summit;lvl_b-09;54;151;(54, 151);4;3;1;../levels/7-Summit/lvl_b-09_fg.csv
520;7-Summit;lvl_d-06;62;23;(62, 23);3;136;2;../levels/7-Summit/lvl_d-06_fg.csv
521;7-Summit;lvl_c-06;40;69;(40, 69);84;3;3;../levels/7-Summit/lvl_c-06_fg.csv
522;7-Summit;lvl_d-11;40;130;(40, 130);84;1;2;../levels/7-Summit/lvl_d-11_fg.csv
523;1H-ForsakenCity;lvl_03;55;35;(55, 35);4;6;1;../levels/1H-ForsakenCity/lvl_03_fg.csv
524;1H-ForsakenCity;lvl_01;40;23;(40, 23);84;136;169;../levels/1H-ForsakenCity/lvl_01_fg.csv
525;1H-ForsakenCity;lvl_07;40;43;(40, 43);84;4;6;../levels/1H-ForsakenCity/lvl_07_fg.csv
526;1H-ForsakenCity;lvl_end;96;23;(96, 23);2;136;3;../levels/1H-ForsakenCity/lvl_end_fg.csv
527;1H-ForsakenCity;lvl_06;43;25;(43, 25);6;14;1;../levels/1H-ForsakenCity/lvl_06_fg.csv
528;1H-ForsakenCity;lvl_08;40;23;(40, 23);84;136;169;../levels/1H-ForsakenCity/lvl_08_fg.csv
529;1H-ForsakenCity;lvl_11;40;90;(40, 90);84;1;1;../levels/1H-ForsakenCity/lvl_11_fg.csv
530;1H-ForsakenCity;lvl_02b;50;24;(50, 24);5;18;1;../levels/1H-ForsakenCity/lvl_02b_fg.csv
531;1H-ForsakenCity;lvl_09;40;49;(40, 49);84;1;3;../levels/1H-ForsakenCity/lvl_09_fg.csv
532;1H-ForsakenCity;lvl_08b;54;23;(54, 23);4;136;10;../levels/1H-ForsakenCity/lvl_08b_fg.csv
533;1H-ForsakenCity;lvl_02;43;23;(43, 23);6;136;3;../levels/1H-ForsakenCity/lvl_02_fg.csv
534;1H-ForsakenCity;lvl_05;49;23;(49, 23);3;136;3;../levels/1H-ForsakenCity/lvl_05_fg.csv
535;1H-ForsakenCity;lvl_10;62;24;(62, 24);3;18;1;../levels/1H-ForsakenCity/lvl_10_fg.csv
536;1H-ForsakenCity;lvl_05b;47;23;(47, 23);4;136;10;../levels/1H-ForsakenCity/lvl_05b_fg.csv
537;1H-ForsakenCity;lvl_04;43;24;(43, 24);6;18;1;../levels/1H-ForsakenCity/lvl_04_fg.csv
538;1H-ForsakenCity;lvl_00;40;23;(40, 23);84;136;169;../levels/1H-ForsakenCity/lvl_00_fg.csv
539;5X-MirrorTemple;lvl_01;40;23;(40, 23);84;136;169;../levels/5X-MirrorTemple/lvl_01_fg.csv
540;5X-MirrorTemple;lvl_02;203;23;(203, 23);1;136;1;../levels/5X-MirrorTemple/lvl_02_fg.csv
541;5X-MirrorTemple;lvl_00;61;23;(61, 23);5;136;2;../levels/5X-MirrorTemple/lvl_00_fg.csv
542;1-ForsakenCity;lvl_6c;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_6c_fg.csv
543;1-ForsakenCity;lvl_8z;40;38;(40, 38);84;6;1;../levels/1-ForsakenCity/lvl_8z_fg.csv
544;1-ForsakenCity;lvl_7zb;48;23;(48, 23);5;136;7;../levels/1-ForsakenCity/lvl_7zb_fg.csv
545;1-ForsakenCity;lvl_5;40;36;(40, 36);84;3;3;../levels/1-ForsakenCity/lvl_5_fg.csv
546;1-ForsakenCity;lvl_12;52;29;(52, 29);4;6;1;../levels/1-ForsakenCity/lvl_12_fg.csv
547;1-ForsakenCity;lvl_2;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_2_fg.csv
548;1-ForsakenCity;lvl_12z;40;25;(40, 25);84;14;8;../levels/1-ForsakenCity/lvl_12z_fg.csv
549;1-ForsakenCity;lvl_9z;40;24;(40, 24);84;18;4;../levels/1-ForsakenCity/lvl_9z_fg.csv
550;1-ForsakenCity;lvl_3;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_3_fg.csv
551;1-ForsakenCity;lvl_5a;40;25;(40, 25);84;14;8;../levels/1-ForsakenCity/lvl_5a_fg.csv
552;1-ForsakenCity;lvl_4;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_4_fg.csv
553;1-ForsakenCity;lvl_s1;92;23;(92, 23);2;136;1;../levels/1-ForsakenCity/lvl_s1_fg.csv
554;1-ForsakenCity;lvl_end;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_end_fg.csv
555;1-ForsakenCity;lvl_10zb;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_10zb_fg.csv
556;1-ForsakenCity;lvl_6zb;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_6zb_fg.csv
557;1-ForsakenCity;lvl_8zb;40;27;(40, 27);84;11;3;../levels/1-ForsakenCity/lvl_8zb_fg.csv
558;1-ForsakenCity;lvl_11;51;33;(51, 33);5;7;2;../levels/1-ForsakenCity/lvl_11_fg.csv
559;1-ForsakenCity;lvl_6a;49;24;(49, 24);3;18;1;../levels/1-ForsakenCity/lvl_6a_fg.csv
560;1-ForsakenCity;lvl_12a;40;43;(40, 43);84;4;6;../levels/1-ForsakenCity/lvl_12a_fg.csv
561;1-ForsakenCity;lvl_9b;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_9b_fg.csv
562;1-ForsakenCity;lvl_11z;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_11z_fg.csv
563;1-ForsakenCity;lvl_3b;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_3b_fg.csv
564;1-ForsakenCity;lvl_6b;40;36;(40, 36);84;3;3;../levels/1-ForsakenCity/lvl_6b_fg.csv
565;1-ForsakenCity;lvl_7;40;27;(40, 27);84;11;3;../levels/1-ForsakenCity/lvl_7_fg.csv
566;1-ForsakenCity;lvl_6z;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_6z_fg.csv
567;1-ForsakenCity;lvl_10a;40;28;(40, 28);84;8;5;../levels/1-ForsakenCity/lvl_10a_fg.csv
568;1-ForsakenCity;lvl_7a;46;27;(46, 27);6;11;1;../levels/1-ForsakenCity/lvl_7a_fg.csv
569;1-ForsakenCity;lvl_7z;40;25;(40, 25);84;14;8;../levels/1-ForsakenCity/lvl_7z_fg.csv
570;1-ForsakenCity;lvl_5z;40;36;(40, 36);84;3;3;../levels/1-ForsakenCity/lvl_5z_fg.csv
571;1-ForsakenCity;lvl_6;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_6_fg.csv
572;1-ForsakenCity;lvl_10z;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_10z_fg.csv
573;1-ForsakenCity;lvl_9c;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_9c_fg.csv
574;1-ForsakenCity;lvl_s0;40;29;(40, 29);84;6;3;../levels/1-ForsakenCity/lvl_s0_fg.csv
575;1-ForsakenCity;lvl_8b;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_8b_fg.csv
576;1-ForsakenCity;lvl_10;40;28;(40, 28);84;8;5;../levels/1-ForsakenCity/lvl_10_fg.csv
577;1-ForsakenCity;lvl_1;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_1_fg.csv
578;1-ForsakenCity;lvl_8;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_8_fg.csv
579;1-ForsakenCity;lvl_9;40;23;(40, 23);84;136;169;../levels/1-ForsakenCity/lvl_9_fg.csv
580;0-Intro;lvl_2;40;23;(40, 23);84;136;169;../levels/0-Intro/lvl_2_fg.csv
581;0-Intro;lvl_3;124;23;(124, 23);2;136;1;../levels/0-Intro/lvl_3_fg.csv
582;0-Intro;lvl_-1;40;23;(40, 23);84;136;169;../levels/0-Intro/lvl_-1_fg.csv
583;0-Intro;lvl_0b;54;23;(54, 23);4;136;10;../levels/0-Intro/lvl_0b_fg.csv
584;0-Intro;lvl_0;56;23;(56, 23);3;136;2;../levels/0-Intro/lvl_0_fg.csv
585;0-Intro;lvl_x1;40;23;(40, 23);84;136;169;../levels/0-Intro/lvl_x1_fg.csv
586;0-Intro;lvl_1;58;25;(58, 25);4;14;1;../levels/0-Intro/lvl_1_fg.csv
587;1X-ForsakenCity;lvl_01;118;23;(118, 23);1;136;3;../levels/1X-ForsakenCity/lvl_01_fg.csv
588;1X-ForsakenCity;lvl_02;143;23;(143, 23);1;136;3;../levels/1X-ForsakenCity/lvl_02_fg.csv
589;1X-ForsakenCity;lvl_00;86;23;(86, 23);2;136;6;../levels/1X-ForsakenCity/lvl_00_fg.csv
590;9X-Core;lvl_01;140;23;(140, 23);1;136;3;../levels/9X-Core/lvl_01_fg.csv
591;9X-Core;lvl_02;659;23;(659, 23);1;136;1;../levels/9X-Core/lvl_02_fg.csv
592;9X-Core;lvl_00;79;23;(79, 23);2;136;4;../levels/9X-Core/lvl_00_fg.csv
593;9X-Core;lvl_intro;40;23;(40, 23);84;136;169;../levels/9X-Core/lvl_intro_fg.csv
594;3H-CelestialResort;lvl_15;40;24;(40, 24);84;18;4;../levels/3H-CelestialResort/lvl_15_fg.csv
595;3H-CelestialResort;lvl_03;41;23;(41, 23);1;136;3;../levels/3H-CelestialResort/lvl_03_fg.csv
596;3H-CelestialResort;lvl_01;65;23;(65, 23);4;136;5;../levels/3H-CelestialResort/lvl_01_fg.csv
597;3H-CelestialResort;lvl_19;54;23;(54, 23);4;136;10;../levels/3H-CelestialResort/lvl_19_fg.csv
598;3H-CelestialResort;lvl_20;72;23;(72, 23);1;136;4;../levels/3H-CelestialResort/lvl_20_fg.csv
599;3H-CelestialResort;lvl_14;54;29;(54, 29);4;6;1;../levels/3H-CelestialResort/lvl_14_fg.csv
600;3H-CelestialResort;lvl_13;78;23;(78, 23);5;136;5;../levels/3H-CelestialResort/lvl_13_fg.csv
601;3H-CelestialResort;lvl_12;131;23;(131, 23);1;136;1;../levels/3H-CelestialResort/lvl_12_fg.csv
602;3H-CelestialResort;lvl_07;40;23;(40, 23);84;136;169;../levels/3H-CelestialResort/lvl_07_fg.csv
603;3H-CelestialResort;lvl_16;40;23;(40, 23);84;136;169;../levels/3H-CelestialResort/lvl_16_fg.csv
604;3H-CelestialResort;lvl_back;209;23;(209, 23);1;136;1;../levels/3H-CelestialResort/lvl_back_fg.csv
605;3H-CelestialResort;lvl_end;82;23;(82, 23);3;136;6;../levels/3H-CelestialResort/lvl_end_fg.csv
606;3H-CelestialResort;lvl_06;58;23;(58, 23);4;136;2;../levels/3H-CelestialResort/lvl_06_fg.csv
607;3H-CelestialResort;lvl_08;40;46;(40, 46);84;5;7;../levels/3H-CelestialResort/lvl_08_fg.csv
608;3H-CelestialResort;lvl_11;54;24;(54, 24);4;18;1;../levels/3H-CelestialResort/lvl_11_fg.csv
609;3H-CelestialResort;lvl_17;83;23;(83, 23);1;136;6;../levels/3H-CelestialResort/lvl_17_fg.csv
610;3H-CelestialResort;lvl_09;74;23;(74, 23);3;136;7;../levels/3H-CelestialResort/lvl_09_fg.csv
611;3H-CelestialResort;lvl_18;96;23;(96, 23);2;136;3;../levels/3H-CelestialResort/lvl_18_fg.csv
612;3H-CelestialResort;lvl_02;95;23;(95, 23);3;136;1;../levels/3H-CelestialResort/lvl_02_fg.csv
613;3H-CelestialResort;lvl_05;40;23;(40, 23);84;136;169;../levels/3H-CelestialResort/lvl_05_fg.csv
614;3H-CelestialResort;lvl_21;97;23;(97, 23);1;136;3;../levels/3H-CelestialResort/lvl_21_fg.csv
615;3H-CelestialResort;lvl_10;40;64;(40, 64);84;2;2;../levels/3H-CelestialResort/lvl_10_fg.csv
616;3H-CelestialResort;lvl_04;41;23;(41, 23);1;136;3;../levels/3H-CelestialResort/lvl_04_fg.csv
617;3H-CelestialResort;lvl_00;40;23;(40, 23);84;136;169;../levels/3H-CelestialResort/lvl_00_fg.csv
618;4H-GoldenRidge;lvl_d-00;112;23;(112, 23);1;136;2;../levels/4H-GoldenRidge/lvl_d-00_fg.csv
619;4H-GoldenRidge;lvl_d-03;234;23;(234, 23);1;136;1;../levels/4H-GoldenRidge/lvl_d-03_fg.csv
620;4H-GoldenRidge;lvl_b-03;54;23;(54, 23);4;136;10;../levels/4H-GoldenRidge/lvl_b-03_fg.csv
621;4H-GoldenRidge;lvl_a-02;63;25;(63, 25);5;14;1;../levels/4H-GoldenRidge/lvl_a-02_fg.csv
622;4H-GoldenRidge;lvl_a-03;143;23;(143, 23);1;136;3;../levels/4H-GoldenRidge/lvl_a-03_fg.csv
623;4H-GoldenRidge;lvl_c-02;120;23;(120, 23);1;136;5;../levels/4H-GoldenRidge/lvl_c-02_fg.csv
624;4H-GoldenRidge;lvl_c-03;40;130;(40, 130);84;1;2;../levels/4H-GoldenRidge/lvl_c-03_fg.csv
625;4H-GoldenRidge;lvl_b-00;53;23;(53, 23);1;136;4;../levels/4H-GoldenRidge/lvl_b-00_fg.csv
626;4H-GoldenRidge;lvl_b-02;40;113;(40, 113);84;1;1;../levels/4H-GoldenRidge/lvl_b-02_fg.csv
627;4H-GoldenRidge;lvl_a-01;78;23;(78, 23);5;136;5;../levels/4H-GoldenRidge/lvl_a-01_fg.csv
628;4H-GoldenRidge;lvl_c-00;121;24;(121, 24);2;18;1;../levels/4H-GoldenRidge/lvl_c-00_fg.csv
629;4H-GoldenRidge;lvl_a-00;63;23;(63, 23);5;136;1;../levels/4H-GoldenRidge/lvl_a-00_fg.csv
630;4H-GoldenRidge;lvl_end;68;29;(68, 29);2;6;2;../levels/4H-GoldenRidge/lvl_end_fg.csv
631;4H-GoldenRidge;lvl_c-04;82;23;(82, 23);3;136;6;../levels/4H-GoldenRidge/lvl_c-04_fg.csv
632;4H-GoldenRidge;lvl_c-01;90;23;(90, 23);4;136;2;../levels/4H-GoldenRidge/lvl_c-01_fg.csv
633;4H-GoldenRidge;lvl_b-01;75;25;(75, 25);2;14;1;../levels/4H-GoldenRidge/lvl_b-01_fg.csv
634;4H-GoldenRidge;lvl_d-01;124;27;(124, 27);2;11;1;../levels/4H-GoldenRidge/lvl_d-01_fg.csv
635;4H-GoldenRidge;lvl_a-04;68;23;(68, 23);2;136;6;../levels/4H-GoldenRidge/lvl_a-04_fg.csv
636;4H-GoldenRidge;lvl_b-04;67;23;(67, 23);1;136;4;../levels/4H-GoldenRidge/lvl_b-04_fg.csv
637;4H-GoldenRidge;lvl_d-02;91;24;(91, 24);2;18;1;../levels/4H-GoldenRidge/lvl_d-02_fg.csv
638;9H-Core;lvl_b-03;126;23;(126, 23);1;136;3;../levels/9H-Core/lvl_b-03_fg.csv
639;9H-Core;lvl_01;40;23;(40, 23);84;136;169;../levels/9H-Core/lvl_01_fg.csv
640;9H-Core;lvl_a-02;68;23;(68, 23);2;136;6;../levels/9H-Core/lvl_a-02_fg.csv
641;9H-Core;lvl_c-05;181;23;(181, 23);1;136;2;../levels/9H-Core/lvl_c-05_fg.csv
642;9H-Core;lvl_a-03;93;23;(93, 23);3;136;2;../levels/9H-Core/lvl_a-03_fg.csv
643;9H-Core;lvl_c-02;40;65;(40, 65);84;1;3;../levels/9H-Core/lvl_c-02_fg.csv
644;9H-Core;lvl_c-03;40;96;(40, 96);84;1;1;../levels/9H-Core/lvl_c-03_fg.csv
645;9H-Core;lvl_b-00;40;23;(40, 23);84;136;169;../levels/9H-Core/lvl_b-00_fg.csv
646;9H-Core;lvl_b-02;114;23;(114, 23);2;136;4;../levels/9H-Core/lvl_b-02_fg.csv
647;9H-Core;lvl_a-01;85;23;(85, 23);2;136;2;../levels/9H-Core/lvl_a-01_fg.csv
648;9H-Core;lvl_a-00;84;23;(84, 23);1;136;3;../levels/9H-Core/lvl_a-00_fg.csv
649;9H-Core;lvl_c-04;40;205;(40, 205);84;1;1;../levels/9H-Core/lvl_c-04_fg.csv
650;9H-Core;lvl_b-05;130;23;(130, 23);2;136;1;../levels/9H-Core/lvl_b-05_fg.csv
651;9H-Core;lvl_a-05;68;29;(68, 29);2;6;2;../levels/9H-Core/lvl_a-05_fg.csv
652;9H-Core;lvl_c-07;67;23;(67, 23);1;136;4;../levels/9H-Core/lvl_c-07_fg.csv
653;9H-Core;lvl_c-01;40;80;(40, 80);84;1;2;../levels/9H-Core/lvl_c-01_fg.csv
654;9H-Core;lvl_b-01;109;23;(109, 23);1;136;4;../levels/9H-Core/lvl_b-01_fg.csv
655;9H-Core;lvl_a-04;81;23;(81, 23);3;136;4;../levels/9H-Core/lvl_a-04_fg.csv
656;9H-Core;lvl_c-08;67;23;(67, 23);1;136;4;../levels/9H-Core/lvl_c-08_fg.csv
657;9H-Core;lvl_00;40;23;(40, 23);84;136;169;../levels/9H-Core/lvl_00_fg.csv
658;9H-Core;lvl_b-04;86;23;(86, 23);2;136;6;../levels/9H-Core/lvl_b-04_fg.csv
659;9H-Core;lvl_space;257;40;(257, 40);1;7;1;../levels/9H-Core/lvl_space_fg.csv
660;9H-Core;lvl_c-06;94;23;(94, 23);3;136;4;../levels/9H-Core/lvl_c-06_fg.csv
661;6H-Reflection;lvl_d-00;160;23;(160, 23);1;136;1;../levels/6H-Reflection/lvl_d-00_fg.csv
662;6H-Reflection;lvl_d-03;40;83;(40, 83);84;1;1;../levels/6H-Reflection/lvl_d-03_fg.csv
663;6H-Reflection;lvl_b-03;40;94;(40, 94);84;2;4;../levels/6H-Reflection/lvl_b-03_fg.csv
664;6H-Reflection;lvl_a-02;46;35;(46, 35);6;6;1;../levels/6H-Reflection/lvl_a-02_fg.csv
665;6H-Reflection;lvl_b-10;147;23;(147, 23);1;136;1;../levels/6H-Reflection/lvl_b-10_fg.csv
666;6H-Reflection;lvl_a-03;79;23;(79, 23);2;136;4;../levels/6H-Reflection/lvl_a-03_fg.csv
667;6H-Reflection;lvl_c-02;93;26;(93, 26);3;7;1;../levels/6H-Reflection/lvl_c-02_fg.csv
668;6H-Reflection;lvl_d-05;138;23;(138, 23);2;136;2;../levels/6H-Reflection/lvl_d-05_fg.csv
669;6H-Reflection;lvl_c-03;99;23;(99, 23);1;136;3;../levels/6H-Reflection/lvl_c-03_fg.csv
670;6H-Reflection;lvl_b-08;40;107;(40, 107);84;2;3;../levels/6H-Reflection/lvl_b-08_fg.csv
671;6H-Reflection;lvl_b-00;79;33;(79, 33);2;7;1;../levels/6H-Reflection/lvl_b-00_fg.csv
672;6H-Reflection;lvl_b-02;40;107;(40, 107);84;2;3;../levels/6H-Reflection/lvl_b-02_fg.csv
673;6H-Reflection;lvl_a-01;40;52;(40, 52);84;1;2;../levels/6H-Reflection/lvl_a-01_fg.csv
674;6H-Reflection;lvl_c-00;73;23;(73, 23);3;136;4;../levels/6H-Reflection/lvl_c-00_fg.csv
675;6H-Reflection;lvl_a-00;51;67;(51, 67);5;1;1;../levels/6H-Reflection/lvl_a-00_fg.csv
676;6H-Reflection;lvl_c-04;47;63;(47, 63);4;1;1;../levels/6H-Reflection/lvl_c-04_fg.csv
677;6H-Reflection;lvl_d-04;238;23;(238, 23);1;136;1;../levels/6H-Reflection/lvl_d-04_fg.csv
678;6H-Reflection;lvl_b-05;40;94;(40, 94);84;2;4;../levels/6H-Reflection/lvl_b-05_fg.csv
679;6H-Reflection;lvl_b-06;40;98;(40, 98);84;1;2;../levels/6H-Reflection/lvl_b-06_fg.csv
680;6H-Reflection;lvl_b-07;40;94;(40, 94);84;2;4;../levels/6H-Reflection/lvl_b-07_fg.csv
681;6H-Reflection;lvl_a-06;143;23;(143, 23);1;136;3;../levels/6H-Reflection/lvl_a-06_fg.csv
682;6H-Reflection;lvl_a-05;132;23;(132, 23);1;136;2;../levels/6H-Reflection/lvl_a-05_fg.csv
683;6H-Reflection;lvl_c-01;73;23;(73, 23);3;136;4;../levels/6H-Reflection/lvl_c-01_fg.csv
684;6H-Reflection;lvl_b-01;40;107;(40, 107);84;2;3;../levels/6H-Reflection/lvl_b-01_fg.csv
685;6H-Reflection;lvl_d-01;114;23;(114, 23);2;136;4;../levels/6H-Reflection/lvl_d-01_fg.csv
686;6H-Reflection;lvl_a-04;81;23;(81, 23);3;136;4;../levels/6H-Reflection/lvl_a-04_fg.csv
687;6H-Reflection;lvl_b-04;40;94;(40, 94);84;2;4;../levels/6H-Reflection/lvl_b-04_fg.csv
688;6H-Reflection;lvl_d-02;90;24;(90, 24);4;18;1;../levels/6H-Reflection/lvl_d-02_fg.csv
689;6-Reflection;lvl_15;40;35;(40, 35);84;6;4;../levels/6-Reflection/lvl_15_fg.csv
690;6-Reflection;lvl_16b;76;23;(76, 23);2;136;7;../levels/6-Reflection/lvl_16b_fg.csv
691;6-Reflection;lvl_boss-06;60;23;(60, 23);2;136;5;../levels/6-Reflection/lvl_boss-06_fg.csv
692;6-Reflection;lvl_boss-01;94;23;(94, 23);3;136;4;../levels/6-Reflection/lvl_boss-01_fg.csv
693;6-Reflection;lvl_b-03;305;23;(305, 23);1;136;1;../levels/6-Reflection/lvl_b-03_fg.csv
694;6-Reflection;lvl_03;40;24;(40, 24);84;18;4;../levels/6-Reflection/lvl_03_fg.csv
695;6-Reflection;lvl_b-02b;61;154;(61, 154);5;2;1;../levels/6-Reflection/lvl_b-02b_fg.csv
696;6-Reflection;lvl_01;55;53;(55, 53);4;2;1;../levels/6-Reflection/lvl_01_fg.csv
697;6-Reflection;lvl_19;145;47;(145, 47);3;2;1;../levels/6-Reflection/lvl_19_fg.csv
698;6-Reflection;lvl_20;162;23;(162, 23);1;136;1;../levels/6-Reflection/lvl_20_fg.csv
699;6-Reflection;lvl_boss-13;77;23;(77, 23);4;136;4;../levels/6-Reflection/lvl_boss-13_fg.csv
700;6-Reflection;lvl_boss-15;40;23;(40, 23);84;136;169;../levels/6-Reflection/lvl_boss-15_fg.csv
701;6-Reflection;lvl_boss-07;83;23;(83, 23);1;136;6;../levels/6-Reflection/lvl_boss-07_fg.csv
702;6-Reflection;lvl_18b;97;23;(97, 23);1;136;3;../levels/6-Reflection/lvl_18b_fg.csv
703;6-Reflection;lvl_after-02;48;32;(48, 32);5;4;1;../levels/6-Reflection/lvl_after-02_fg.csv
